pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
-73.959693,40.76295,-73.975277,40.79003,5
-73.986295,40.75859,-73.996773,40.73153,1
-73.972735,40.753335,-73.955892,40.776232,1
-73.99058532714844,40.74183654785156,-73.99066162109375,40.73472595214844,4
-73.974295,40.762143,-73.988307,40.750017,1
-73.988672,40.729728,-73.970486,40.799885,1
-74.00018310546875,40.74287796020508,-73.98298645019531,40.73875045776367,1
-73.984158,40.687817,-73.995507,40.719982,1
-74.011855,40.708492,-73.873055,40.774428,1
-73.985743,40.72305,-73.972408,40.751093,1
-74.002024,40.740422,-73.984717,40.762879,1
-74.006597,40.731485,-74.001842,40.739453,5
-73.982592,40.7451,-73.991125,40.732057,1
-73.991539,40.726875,-74.007004,40.733115,1
-73.96753,40.755975,-73.735918,40.663641,1
-73.990422,40.717985,-74.001953,40.745117,3
-73.995414,40.733265,-73.991471,40.727619,1
-73.978295,40.752038,-73.990873,40.760173,1
-73.9948,40.750097,-73.967043,40.674087,1
-73.965692,40.774347,-73.979453,40.759597,1
-73.954312,40.779602,-73.969937,40.78563,1
-73.98785400390625,40.7572021484375,-73.87256622314453,40.77444839477539,1
-73.989637,40.741508,-73.980499,40.750949,2
-73.980755,40.772977,-73.988427,40.761767,1
-73.983523,40.765572,-73.98233,40.775495,5
-73.954598,40.789447,-73.967806,40.762769,1
-73.984735,40.768315,-73.985802,40.747819,1
-73.996765,40.725578,-73.98941,40.747571,1
-73.925187,40.761927,-73.948563,40.828837,1
-73.870927,40.773548,-73.928253,40.705613,1
-74.014527,40.703327,-73.966078,40.756152,1
-73.98267364501953,40.74837112426758,-73.99613952636719,40.76238632202149,5
-73.989548,40.73003,-73.984588,40.754212,2
-73.98399,40.765942,-74.001618,40.738553,1
-73.790537,40.644006,-73.97981,40.749518,2
-73.97703,40.787682,-73.987576,40.765404,1
-73.996387,40.753293,-73.976983,40.758505,1
-73.959747,40.766975,-73.974845,40.759268,1
-73.974897,40.76301,-73.988222,40.743043,1
-73.961987,40.767804,-74.008722,40.745862,1
-73.97920989990233,40.76153564453125,-73.97728729248047,40.78607177734375,1
-73.99355,40.755892,-73.960286,40.806514,1
-73.922993,40.74349,-73.916816,40.749328,1
-73.978632,40.736803,-73.957081,40.772454,2
-73.983645,40.750527,-74.013987,40.702572,5
-74.013322,40.712017,-74.013322,40.712017,1
-73.976135,40.788195,-74.007695,40.71631,1
-73.989015,40.72149,-73.985599,40.717911,1
-73.959273,40.779292,-73.995157,40.723115,3
-73.98838,40.743339,-73.990742,40.731544,2
-74.006071,40.734429,-74.001027,40.74188,1
-73.98201,40.76622,-74.004085,40.7492,2
-74.000038,40.730422,-73.979657,40.682505,1
-73.986351,40.740348,-73.978533,40.751522,1
-73.981485,40.728973,-74.012685,40.70395,3
-73.998232,40.735408,-73.99379,40.741397,1
-73.977862,40.763342,-73.952562,40.826342,1
-73.98356,40.757448,-73.977557,40.753903,1
-73.977328,40.757978,-73.991247,40.739532,1
-74.009126,40.71087,-74.013005,40.70532,1
-73.99776,40.756355,-73.935547,40.857173,1
-73.967089,40.793715,-73.982211,40.772293,1
-73.964771,40.766896,-73.968571,40.761681,1
-73.995928,40.764772,-73.981192,40.764568,1
-73.985487,40.741438,-73.98834,40.759387,1
-73.980886,40.765142,-74.00154,40.741128,1
-73.976962,40.757937,-74.000186,40.748197,2
-73.983891,40.731984,-74.003068,40.733352,2
-73.985217,40.759525,-73.992787,40.743565,1
-73.974247,40.752707,-73.962812,40.766397,1
-73.96237,40.773207,-73.977163,40.759325,2
-73.982623,40.769437,-73.861993,40.76855,1
-73.978572,40.805287,-73.961527,40.779645,1
-73.97699,40.789635,-73.952917,40.766697,6
-73.996797,40.752695,-73.964108,40.71938,1
-74.00021,40.734785,-73.99023,40.737907,2
-73.977235,40.758337,-73.983166,40.749694,2
-73.985618,40.762992,-73.991684,40.750142,1
-74.0011978149414,40.72249603271485,-73.9952163696289,40.75057220458984,1
-73.952851,40.77259,-73.961798,40.763906,1
-73.978373,40.755052,-73.982583,40.756875,1
-74.003792,40.725815,-74.007932,40.74686,1
-73.9761962890625,40.79127883911133,-73.96137237548828,40.769866943359375,5
-73.962908,40.772632,-73.97127,40.785247,1
-73.950855,40.778962,-73.966131,40.755603,1
-73.97012,40.674637,-73.969508,40.691687,1
-73.967598,40.756242,-73.953277,40.76833,1
-73.980387,40.751261,-73.986933,40.779329,1
-73.983374,40.72287,-73.97263,40.79626,2
-74.001533,40.737588,-73.988544,40.738816,1
-73.97132,40.782667,-73.989202,40.740722,5
-73.955527,40.768597,-73.951567,40.782043,1
-73.965865,40.770973,-73.949878,40.772222,1
-73.97318,40.75529,-73.979064,40.741204,1
-73.994657,40.72583,-73.980638,40.747407,2
-73.992627,40.73812,-73.975862,40.762648,3
-73.984822,40.744576,-73.990348,40.73683,1
-73.98363494873047,40.743995666503906,-73.9889144897461,40.72100067138672,1
-73.982598,40.739781,-73.977386,40.759917,1
-73.988038,40.755148,-73.996507,40.742912,1
-73.991692,40.749887,-73.954282,40.778932,1
-73.941727,40.791723,-73.986833,40.722527,1
-73.95328521728516,40.78007125854492,-73.983154296875,40.76323699951172,2
-73.953892,40.788027,-73.97248,40.756467,1
-73.9889907836914,40.774375915527344,-73.97401428222656,40.763206481933594,2
-74.00154113769531,40.73094177246094,-73.98723602294922,40.72233963012695,1
-73.973983,40.744028,-74.011422,40.716242,1
-73.79069,40.644067,-73.817432,40.70496,1
-73.964287,40.807575,-73.790487,40.646756,1
-73.965688,40.75433,-73.950997,40.774932,1
-73.994247,40.731383,-73.991995,40.725978,1
-73.988462,40.7785,-73.950679,40.776565,1
-73.987698,40.764281,-73.968984,40.76055,2
-73.9825,40.74527,-73.94858,40.78302,5
-73.981853,40.76377,-73.977059,40.751058,1
-73.99129,40.70089,-73.990975,40.689955,5
-73.991196,40.73494,-74.000194,40.726624,1
-73.987357,40.7199,-74.005227,40.740977,1
-73.99669647216797,40.74861907958984,-73.97750091552734,40.75373077392578,1
-74.00456,40.752195,-73.991126,40.751282,1
-73.989314,40.768253,-73.983961,40.761117,1
-73.967125,40.760837,-73.978725,40.764927,1
-73.971935,40.751882,-73.985503,40.738592,1
-73.99417,40.719987,-74.004417,40.741385,5
-73.996085,40.732931,-74.007157,40.727251,1
-73.950292,40.721972,-73.914727,40.775633,1
-73.99566,40.678765,-73.983881,40.688354,1
-73.986712,40.777017,-73.955484,40.764418,1
-73.86268,40.768883,-73.962372,40.717723,5
-73.990713,40.693852,-73.998502,40.721919,4
-73.988418,40.720067,-73.983867,40.724717,1
-73.994328,40.740982,-73.962915,40.79417,5
-73.995247,40.739228,-73.994102,40.735265,2
-73.969977,40.753152,-73.965054,40.755289,2
-73.99006,40.734021,-73.995056,40.723185,2
-73.940154,40.751185,-73.893904,40.820391,1
-73.99529,40.747126,-73.995996,40.746632,2
-73.98315,40.730427,-73.97154,40.758522,1
-73.975439,40.755659,-73.966595,40.770189,1
-73.9785,40.7459,-73.9935,40.752,0
-73.86676788330078,40.771751403808594,-73.9535140991211,40.78530502319336,1
-73.97224,40.765252,-73.983735,40.757645,1
-73.98412,40.761055,-73.975775,40.752392,1
-73.985868,40.7318,-73.978882,40.740667,1
-73.981319,40.753531,-73.996766,40.721148,2
-73.961045,40.79663,-73.931387,40.858945,5
-73.985993,40.743293,-73.980118,40.751695,5
-73.977973,40.741965,-73.995002,40.725112,2
-73.978235,40.741242,-73.977102,40.733827,1
-73.994103,40.73223,-73.997965,40.725542,1
-73.961638,40.764522,-74.025428,40.622937,1
-73.990075,40.756594,-73.96831,40.752999,1
-73.97302,40.760932,-73.989637,40.752495,1
-73.907408,40.753184,-73.882732,40.755827,1
-73.979498,40.761787,-74.000382,40.758112,1
-73.973067,40.792715,-73.977853,40.786941,2
-73.978888,40.785467,-73.952417,40.786467,1
-73.963067,40.757925,-74.005967,40.745478,1
-73.989779,40.728751,-73.981552,40.741094,1
-73.983397,40.69396,-73.97969,40.75307,1
-73.914333,40.753475,-73.914885,40.75708,1
-73.995607,40.759377,-73.980541,40.752487,1
-74.003922,40.722295,-73.983155,40.750525,1
-73.9999,40.7386,-73.9718,40.7463,0
-73.977856,40.68685,-73.986792,40.701297,1
-73.991261,40.727926,-73.984974,40.768269,1
-73.980892,40.769987,-73.980707,40.7746,1
-73.972203,40.786444,-73.95526,40.777786,1
-73.96722,40.769313,-73.966452,40.764383,1
-73.977727,40.75273,-73.988392,40.762615,1
-73.988202,40.777882,-73.987868,40.777865,1
-73.971302,40.787754,-73.982331,40.774931,1
-73.937452,40.758122,-73.937452,40.758122,1
-74.00824,40.747555,-73.985106,40.764429,2
-73.988785,40.736519,-73.991638,40.749154,1
-73.95867,40.783649,-73.963546,40.772547,1
-73.996002,40.732922,-73.991898,40.748948,1
-73.965669,40.758657,-73.986969,40.724613,1
-73.987942,40.765618,-73.960508,40.766471,2
-73.984997,40.768466,-73.944564,40.800466,1
-73.984895,40.756947,-73.991147,40.76572,2
-74.011264,40.708148,-74.002202,40.724679,1
-74.00371,40.748445,-73.995148,40.749972,1
-73.953965,40.76637,-73.971245,40.746135,1
-73.982923,40.7627,-73.98299,40.743658,2
-73.979665,40.771057,-73.977024,40.754859,1
-73.988277,40.758886,-73.993517,40.762952,1
-73.994646,40.731764,-73.991225,40.748987,2
-73.972944,40.753584,-73.961018,40.757541,1
-73.977605,40.75301,-73.988657,40.749547,1
-73.97793,40.74591,-73.902,40.76998,3
-73.980487,40.74161,-73.980617,40.746868,1
-73.993783,40.745749,-73.987992,40.738213,1
-73.963754,40.803081,-73.982032,40.774003,1
-73.953953,40.778882,-73.952483,40.78951,1
-74.00033,40.747039,-73.996811,40.738948,1
-73.979247,40.787105,-73.974508,40.7909,1
-73.979677,40.721392,-73.990157,40.684175,1
-73.998882,40.724445,-73.990893,40.726787,1
-73.948379,40.774268,-73.970863,40.758807,1
-73.969887,40.763342,-73.992227,40.759142,2
-74.010938,40.711272,-73.861552,40.768155,1
-74.012432,40.701423,-73.983413,40.73725,1
-73.97879791259767,40.750091552734375,-74.0101089477539,40.70320129394531,1
-74.002662,40.734312,-73.990613,40.7502,1
-73.781247,40.645059,-73.830579,40.686387,1
-73.973662,40.748642,-73.983428,40.74716,2
-73.985227,40.75843,-73.998923,40.739437,1
-73.987958,40.718968,-73.969217,40.762407,2
-73.978907,40.76395,-73.988665,40.758587,2
-74.005535,40.750873,-73.995988,40.743585,1
-73.960678,40.769718,-73.983963,40.774603,1
-73.991297,40.755391,-73.877673,40.754856,2
-73.96953,40.753396,-73.988982,40.732249,2
-73.997913,40.76094,-73.987625,40.74783,1
-73.981818,40.72773,-74.006514,40.741462,1
-73.982173,40.766865,-73.975075,40.755977,1
-73.952255,40.789893,-73.953369,40.779533,1
-73.97216796875,40.78217315673828,-73.98229217529298,40.75075149536133,2
-73.98713,40.729457,-73.98852,40.725766,1
-73.992422,40.724338,-73.98249,40.729604,1
-73.995211,40.744974,-73.97798,40.734326,1
-73.988465,40.764087,-73.85624,40.722217,1
-73.98435,40.728885,-73.993875,40.751527,1
-73.99104,40.760691,-74.036565,40.747579,1
-73.991868,40.695547,-73.954272,40.763826,1
-73.973139,40.758134,-73.985013,40.753669,2
-73.97468566894531,40.75932312011719,-73.9580078125,40.77901077270508,1
-74.00800323486328,40.72304916381836,-73.97944641113281,40.73487091064453,1
-73.992663,40.75641,-74.000252,40.758648,5
-73.97497,40.784208,-73.957575,40.779449,1
-73.967431,40.768584,-73.987889,40.764825,1
-73.98471069335938,40.7469482421875,-73.95620727539062,40.767520904541016,2
-73.98759,40.728467,-73.938495,40.81191,2
-73.981041,40.759573,-73.961755,40.777005,1
-73.993818,40.767129,-74.007314,40.727594,1
-73.983647,40.757368,-73.991148,40.750603,5
-73.937966,40.7969,-73.923399,40.827161,1
-73.9595718383789,40.770992279052734,-73.95993041992188,40.76589584350586,2
-73.9739,40.792012,-73.973797,40.779193,1
-73.980754,40.775034,-73.952555,40.776424,2
-73.965078,40.769269,-73.953869,40.787274,1
-73.972715,40.751545,-73.992844,40.767776,1
-73.981187,40.759337,-73.98588,40.75865,2
-73.982098,40.771972,-73.967432,40.80115,2
-73.979872,40.754403,-73.98618,40.73479,1
-73.951463,40.77842,-73.786547,40.639132,1
-73.975472,40.752762,-73.991096,40.750437,1
-73.98034,40.76522,-73.955183,40.765572,1
-73.992016,40.749002,-73.952677,40.773155,1
-73.96544647216797,40.765777587890625,-73.98529052734375,40.77619171142578,1
-73.94702,40.776155,-73.966935,40.790125,1
-73.970178,40.789203,-73.993707,40.761334,1
-73.954743,40.78389,-73.957745,40.768682,2
-73.996101,40.748594,-73.991821,40.754433,1
-73.990397,40.741965,-74.007703,40.703292,5
-74.00151,40.741035,-73.872497,40.774322,5
-73.961941,40.76389,-73.864706,40.770209,1
-74.007155,40.716109,-73.970775,40.760967,1
-73.983855,40.744069,-74.005639,40.740089,3
-74.003497,40.740257,-73.981882,40.731092,1
-74.008879,40.719857,-73.992588,40.753707,1
-73.973932,40.754672,-73.98231,40.742968,1
-73.982707,40.745012,-73.971191,40.761669,1
-74.008655,40.713725,-73.986302,40.730679,1
-73.992092,40.743349,-73.984819,40.739583,2
-73.893177,40.790756,-73.892578,40.788483,1
-73.974358,40.762327,-73.98371,40.749932,2
-74.0028,40.728577,-73.984073,40.758763,1
-73.968993,40.791112,-73.968502,40.788223,1
-73.9882,40.759203,-73.9882,40.759203,1
-73.992635,40.755142,-73.978291,40.762331,1
-73.986112,40.734412,-74.014816,40.714034,1
-73.979762,40.784472,-73.981185,40.781357,1
-73.988037,40.759372,-73.928647,40.760305,1
-73.98977,40.735527,-73.964848,40.802477,4
-73.985198,40.72828,-73.971053,40.753718,1
-73.995854,40.729217,-73.980886,40.733932,1
-73.984847,40.748277,-73.984847,40.748277,1
-73.965576,40.762212,-73.984789,40.758151,1
-73.965193,40.79526,-73.95256,40.802177,1
-73.98239135742188,40.76642990112305,-73.94722747802734,40.77579879760742,1
-73.99015045166016,40.74031066894531,-73.99308013916016,40.74141311645508,1
-73.987060546875,40.75090026855469,-73.9959716796875,40.76236343383789,1
-73.973057,40.749107,-73.935145,40.79622,1
-73.966402,40.753446,-73.979792,40.760746,3
-73.99801635742188,40.724403381347656,-73.99207305908203,40.738712310791016,1
-74.00409,40.747913,-73.977485,40.78417,1
-73.9794,40.7311,-73.9815,40.7248,0
-73.994837,40.739977,-73.980523,40.762425,1
-73.994028,40.726718,-73.985348,40.738658,1
-73.866212,40.771115,-73.900812,40.864667,1
-74.00673,40.739773,-73.986639,40.75081,1
-74.003077,40.750543,-74.00903,40.73815,2
-73.982155,40.721062,-74.000482,40.747837,1
-73.944032,40.779398,-73.961103,40.759462,5
-73.977302,40.752748,-73.96741,40.76074,4
-73.98002,40.754627,-73.956811,40.76908,1
-74.004581,40.742004,-73.989222,40.773289,1
-74.002682,40.738967,-73.98126,40.725043,2
-73.950773,40.77065,-73.948443,40.78147,1
-73.986727,40.755904,-73.991038,40.763635,3
-73.990188,40.753647,-73.98541,40.747745,2
-73.971258,40.766521,-73.991221,40.750247,1
-73.971832,40.792187,-73.965172,40.801007,1
-73.989762,40.751253,-73.984058,40.75466,1
-73.966758,40.756708,-73.968217,40.76271,1
-73.971552,40.676072,-74.005645,40.683042,1
-73.981944,40.777956,-73.921255,40.834157,1
-73.998295,40.724931,-73.986673,40.751422,1
-73.97629,40.78868,-73.97094,40.7883,3
-74.006747,40.730467,-73.9808,40.721377,1
-73.993032,40.74729,-74.001785,40.724846,1
-74.00991821289062,40.72134017944336,-73.97547149658203,40.79050064086914,1
-73.991469,40.744596,-73.971994,40.794823,1
-73.999733,40.73322,-73.985659,40.759156,2
-73.96285,40.772502,-73.974613,40.756755,1
-73.977453,40.753267,-73.986547,40.756455,1
-73.915049,40.772617,-73.92576,40.775542,1
-73.985353,40.73855,-73.960973,40.76702,1
-73.99215,40.725847,-73.984287,40.725557,2
-73.99483,40.760334,-73.982629,40.767413,2
-73.977862,40.684763,-73.965815,40.687866,1
-74.011654,40.722781,-74.011654,40.722781,1
-73.986871,40.7396,-73.986871,40.7396,1
-73.97430419921875,40.764892578125,-73.98763275146484,40.74809265136719,2
-73.99397,40.74658,-74.00139,40.731895,2
-73.967903,40.76279,-73.950934,40.723944,1
-74.001913,40.72626,-73.985227,40.721988,1
-73.958184,40.800824,-73.98187,40.773306,1
-73.97156524658203,40.76060485839844,-73.98066711425781,40.74932861328125,3
-74.00732,40.743152,-73.973869,40.751671,2
-74.00344,40.732032,-73.988147,40.740035,2
-73.96965,40.757338,-73.96953,40.795054,1
-74.00701141357422,40.7054328918457,-73.98833465576172,40.745845794677734,1
-73.776713,40.645312,-73.828697,40.74413,1
-73.989629,40.739713,-73.989237,40.730814,1
-73.961282,40.760695,-73.969793,40.761112,1
-73.977915,40.75229,-73.987755,40.749083,1
-73.977737,40.746315,-73.944198,40.747432,3
-73.980977,40.78464,-73.97785,40.787295,1
-73.958962,40.768205,-73.983307,40.769402,1
-73.994673,40.750317,-73.945843,40.835722,2
-74.007153,40.715955,-74.014052,40.714672,1
-73.871162,40.77366,-74.005172,40.7274,5
-73.968465,40.791553,-73.95602,40.788025,1
-73.976554,40.751679,-73.966514,40.770289,1
-73.97958,40.749491,-73.974086,40.73118,1
-73.991392,40.749491,-73.872588,40.774512,2
-74.006723,40.730008,-74.004853,40.74085,5
-74.006458,40.722578,-73.982115,40.749398,5
-73.965065,40.755505,-73.955713,40.77369,2
-73.989308,40.719017,-74.006488,40.743892,1
-73.981803,40.755843,-74.007657,40.719918,1
-73.98624420166016,40.77206039428711,-73.97377014160156,40.76291275024414,1
-73.987188,40.733318,-73.988018,40.748293,4
-73.999871,40.732893,-74.013853,40.714592,1
-74.008212,40.72199,-73.998417,40.719837,5
-73.999005,40.734175,-73.991623,40.744517,5
-74.00253,40.714358,-74.005193,40.706725,1
-73.981933,40.773022,-73.964147,40.652883,6
-73.955872,40.779157,-73.95853,40.768512,1
-73.994145,40.750982,-73.989893,40.756777,5
-73.781172,40.64497,-73.983935,40.768262,5
-73.96268,40.811542,-73.946337,40.80676,2
-73.984733,40.745557,-73.964846,40.792667,1
-74.005787,40.725855,-74.007572,40.707332,1
-73.983017,40.761612,-74.00788,40.712375,3
-74.014554,40.704643,-74.011231,40.710265,3
-73.996842,40.725337,-73.969221,40.693102,1
-73.968207,40.762367,-73.893747,40.722671,1
-73.968689,40.78641,-73.988461,40.778882,4
-73.970737,40.761653,-73.956718,40.768087,1
-73.96316,40.765527,-73.974852,40.755485,1
-73.957448,40.774382,-73.987663,40.738555,1
-74.007695,40.732252,-74.00333,40.748892,5
-74.034578,40.750995,-74.034583,40.750993,1
-73.974485,40.761492,-73.99733,40.722262,2
-73.960422,40.778807,-73.980163,40.748918,1
-73.929043,40.762832,-73.912898,40.766494,1
-74.005163,40.719775,-73.991013,40.750475,1
-74.008485,40.713712,-74.006675,40.73091,1
-73.994462,40.634535,-73.994462,40.634535,1
-73.987217,40.744752,-73.979247,40.752427,3
-73.95918,40.781,-73.981147,40.754863,1
-74.001012,40.742432,-73.959835,40.770827,1
-74.008332,40.72584,-73.983202,40.767675,1
-73.97801971435547,40.7630500793457,-73.97766876220702,40.7540397644043,5
-73.99408,40.751217,-73.986612,40.719475,1
-73.988782,40.726933,-73.953188,40.769923,1
-73.998253,40.755735,-73.789684,40.646872,2
-74.01059,40.705847,-73.982535,40.760617,1
-73.986083,40.772268,-73.986083,40.772268,5
-73.992373,40.749752,-73.982608,40.76375,1
-73.9589,40.77193,-73.96621,40.80462,1
-73.98492431640625,40.72441864013672,-73.98271179199219,40.73326873779297,1
-73.989695,40.735492,-73.97828,40.754775,1
-73.952387,40.784192,-73.973455,40.789437,1
-73.982315,40.768257,-73.973887,40.764725,1
-73.997475,40.721012,-74.014847,40.71051,5
-73.96801,40.801157,-73.953177,40.788315,1
-73.971031,40.755235,-73.9495,40.785367,1
-73.964377,40.80215,-73.97936,40.786992,1
-73.9647,40.76406,-73.959795,40.770987,2
-73.9783,40.778056,-73.993657,40.72437,3
-73.988134,40.723211,-73.973718,40.743687,1
-74.012792,40.70768,-73.984657,40.761457,6
-74.00203,40.741177,-73.863027,40.767185,6
-73.959659,40.763493,-73.951439,40.769988,1
-73.961379,40.765974,-73.973863,40.760039,1
-73.962759,40.794435,-73.962179,40.770605,1
-73.991296,40.727423,-73.982078,40.743236,1
-73.937335,40.758337,-73.937335,40.758337,3
-73.981402,40.749934,-73.79021,40.64677,1
-73.993085,40.744483,-74.004603,40.74725,5
-73.867488,40.7701,-73.97866,40.750622,2
-73.977865,40.758257,-73.995089,40.759098,1
-73.977682,40.7425,-73.99218,40.737802,2
-73.978545,40.75185,-73.952063,40.773187,5
-73.98779296875,40.72393798828125,-73.99427795410156,40.734867095947266,1
-74.00298,40.7279,-73.98906,40.72029,4
-73.98262023925781,40.75130844116211,-73.99909210205078,40.7445182800293,2
-73.98821,40.74827,-73.99719,40.72555,1
-74.004821,40.712467,-74.002227,40.706859,1
-73.951702,40.777983,-73.967397,40.753422,5
-73.991685,40.739494,-73.985357,40.731971,1
-73.982309,40.775439,-73.984422,40.760125,2
-73.982791,40.757324,-73.966421,40.765555,1
-74.013044,40.707988,-73.997962,40.764943,1
-73.972072,40.755692,-73.972082,40.755727,2
-73.994481,40.732291,-73.994625,40.68054,2
-73.963563,40.77442,-73.987683,40.745587,1
-73.96451,40.803267,-73.968345,40.761475,1
-73.991709,40.726445,-74.007166,40.732971,1
-73.992835,40.747757,-74.011822,40.710357,1
-73.95348,40.767142,-73.9581,40.781887,5
-74.004178,40.721887,-74.006577,40.735757,5
-73.991542,40.735077,-74.006868,40.74714,1
-74.002468,40.739732,-74.009697,40.709845,1
-73.967241,40.763546,-73.981881,40.743588,1
-73.96003,40.770431,-73.942284,40.786526,3
-74.001821,40.737547,-73.99806,40.722788,2
-73.78923,40.646622,-73.725032,40.61414,0
-73.956172,40.771965,-73.991027,40.751035,2
-73.984752,40.758682,-74.003202,40.75292,1
-73.7833,40.6486,-73.7833,40.6486,0
-73.967315,40.757702,-73.946743,40.780442,1
-73.99015,40.719002,-73.986655,40.742857,2
-73.980437,40.783452,-73.9444,40.775327,5
-73.999387,40.749021,-73.987737,40.730965,2
-74.004526,40.752034,-73.989028,40.74774,1
-73.950508,40.771215,-73.983117,40.763241,1
-73.971688,40.794747,-73.95704,40.772495,1
-73.999554,40.725168,-73.991863,40.770419,1
-73.985182,40.773823,-73.97897,40.789263,1
-74.009302,40.718711,-74.006565,40.732222,3
-73.98515319824219,40.74327087402344,-73.99210357666016,40.74259185791016,6
-74.007522,40.743042,-73.994077,40.751277,1
-73.96548,40.760387,-73.953532,40.767275,2
-73.98876,40.748644,-73.982836,40.731374,2
-73.993218,40.74217,-73.973565,40.76086,1
-73.98081,40.753467,-74.006718,40.708146,2
-73.993258,40.721547,-73.966475,40.799067,1
-73.997232,40.757002,-73.978195,40.749092,2
-73.984577,40.758922,-73.96316,40.762602,2
-73.968412,40.791802,-73.975812,40.789182,1
-73.983624,40.760225,-73.966329,40.762185,2
-74.00595,40.748455,-73.969867,40.757697,6
-73.960587,40.775632,-73.963137,40.77086,1
-73.973665,40.751935,-73.981275,40.761707,1
-73.97603,40.755674,-73.959341,40.679257,1
-74.003071,40.723202,-73.982493,40.6659,1
-73.987039,40.759549,-73.998014,40.733792,2
-73.97664,40.728923,-73.989341,40.730228,1
-73.9581069946289,40.77909469604492,-73.96263885498047,40.75909805297851,1
-73.95599,40.77223,-73.99223,40.74943,1
-73.987145,40.738573,-73.986842,40.722337,1
-73.968102,40.800637,-73.949642,40.729332,1
-73.949692,40.772698,-73.912125,40.822985,5
-73.983421,40.765859,-73.989117,40.774555,1
-73.962827,40.79411,-73.982731,40.772178,1
-73.991681,40.726974,-73.949837,40.824579,1
-73.97856140136719,40.7444953918457,-73.99076843261719,40.751068115234375,1
-73.977856,40.729444,-73.984885,40.747728,3
-74.005353,40.719847,-73.99988,40.734653,1
-73.99478,40.741093,-73.974278,40.787318,2
-73.978322,40.741587,-73.974223,40.731677,1
-73.99171,40.750138,-73.979973,40.751725,1
-73.954457,40.766368,-73.972048,40.762215,2
-73.9869155883789,40.739604949951165,-73.91706085205078,40.76946640014648,6
-73.991045,40.735065,-73.962163,40.777963,2
-74.0087,40.719302,-74.003568,40.72229,1
-73.985592,40.727055,-73.974782,40.741655,1
-73.981688,40.753253,-73.978881,40.753941,1
-73.943998,40.775158,-73.950052,40.779568,1
-73.96119,40.761527,-73.975815,40.744705,1
-73.955908,40.772195,-73.985625,40.767573,1
-73.986907,40.729732,-73.972528,40.745954,1
-73.977245,40.787792,-73.983295,40.762317,1
-73.98541,40.723384,-73.95911,40.799186,1
-73.989626,40.762369,-73.997934,40.742535,1
-73.969307,40.7576,-73.99096,40.755732,5
-73.988285,40.71994,-73.982342,40.771698,2
-74.008935,40.71082,-73.984693,40.720301,1
-73.951067,40.782872,-73.959098,40.809473,1
-73.999238,40.739433,-73.992942,40.735838,1
-74.00937,40.73811,-74.00005,40.73048,1
-73.870851,40.7738,-73.981374,40.733411,2
-73.990535,40.751203,-73.989432,40.767067,1
-73.99505,40.734182,-74.00583,40.711832,6
-73.992181,40.749103,-73.986399,40.742943,1
-73.987968,40.719971,-73.950075,40.674083,1
-73.994327,40.745167,-73.963078,40.80408,1
-73.992047,40.745312,-74.014473,40.704552,2
-73.958740234375,40.77809143066406,-73.94269561767578,40.84139633178711,1
-74.003462,40.732703,-73.96747,40.673046,2
